no	review	sentiment
153	mahal gila gk banding makan layan lamaaaaaaaaaa jam menit nunggu makan dateng not recomended harga rupa gak laku restoran cuman menang nama aja krn udh dr jaman baheula	negative
154	dalam biasa aja lupa salah spot museum seragam tentara indonesi noda darah aura ga enak banget trus kl malam latih wushu kamar mandi yg oh mennnn rem banget merinding parah sampe ga berani liat kiri kanan	negative
155	mahal tidak enak ice cream sgt biasa harga yg bayar tidak berbaloi restaurant cozy tp kotor	negative
156	kamar tidak bersih lengkap kamar mandi kurang gelas tidak bersih bekas bibir orang lengkap mini bar kurang telepon staff isi tanggulang kamar lift ribut suara lift	negative
157	tidak luas desain museum pintas sempit kuras informasi artefak replika tempat sesuai timeline pandu kuasa materi cocok cinta sejarah lokal saran siswa usia sd bawah materi jelas berat baik museum cari investor tambah pindah lebih luas	negative
158	kesini weekend sabtu mallnya penuhh macet pintu masuk mall mallnya lumayan biasa	negative
159	not recommended minggu putus libur malang salah tuju malang hawa waterpark info yg dengar wahana buka performance yg bagus yg dpt kecewa yg saran larang bawa makan minum mohon sedia loker simpan makan minum unjung jangan buang jalan surabaya bawa snack d bis d hotel buang sana periksa barang bawa dengar org komplain belakang rombong beli tiket masuk tidak deposit top up baris antri isi deposit top up tdk tunjuk yg antri antri yg top up deposit antri d antri deposit trnyata antri top up mana urut deposit top up alhasil antri belah antri yg tdk jadi aja waterbom bal surabya wasting time butuh jam urus bom sewa ban sewa loker deposit karyawan sana galak tdk bs senyum wahana layan rame waterpark awal trending the new place tdk repeater jengkel karyawan parah tdk dengar nama panggil ambil makan dgn lantang karyawan bicara makan panggil tp gak dtg tendang kardus mie instan bidang jasa unjung bayar gratis yg coba contoh waterboom bal karyawan sgt ramah sapa unjung beda air kaporit banyal muka merah pulang dr sni tdk unjung tdk bawa keluarga teman kunjung ksni terima kasih alam	negative
160	sayang tidak yg harap toko oen krna tayang televisi tp alangkah kejut langsung toko suasana jadul sieh tp bersih nya parrraaah tau	negative
161	lokasi balaikota pinggir sungai kolam renang murah hewan hewan pelihara kondisi kandang jalan setapak samping sungai rusak kotor kurang awat	negative
162	persis balai kota malang tiket masuk gratis bayar parkir kendara dalam taman biasa simpan aneka satwa tidak lengkap kolam renang bayar	negative
163	kali kesini antri gak nahan yaaa panjanggggg yg layan cuman orang hadehhh makan cuman sebentar gak worth it bgt ngantrinya	negative
164	layan check in mati lampu konyol hotel bintang check server rusak sebal kondisi kamar furniture bagus kasur nyaman temu rambut hand dryer meja jorok makan malam sarap tidak enak jengkel menu saji daging sapi tidak rekomendasi peluk hindu larang makan daging sapi koneksi internet cepat suasana cafe cantik staff ramah obat sebal	negative
165	breakfast bagus parkir basement pada khusus tamu hotel kamar ok kurang gede kalo banding hotel kelas atria masalah inti aq inep smoking room floor aneh aq komplain bauk rokok kamar sampek kasih alat hilang bauk hotel maksud lho tamu ama bauk rokok yah jangan inep smoking room floor donk hotel jangan kasih smoking floor kalo emang tamu yg inep kaga rokok biarpun so k sial rokok jgn smoking floor donk aq kasih komen keras	negative
166	bakso president biasa standar tidak istimewa ngantri pesan kenal	negative
167	sayang dgn hotel kelas bintang layan bintang dr room kulkas yg mati kmr mandi kotor layan bar yg lambat lupa pool yg tdk asbak restoran yg tunggu jam lebih meja yg isi meja yg yg fatal manager yg tdk profesional tdk tanggung jwb	negative
168	bakso sih biasa aja standard pas tambah minum makan suruh antri tipikal layan malas sampe adu argumen aja deh	negative
169	main nya seru kayak nya kaporit pulang wajah ku gosong	negative
170	inap malam tanggal april perlu perhati meja kamar lengkap kursi sulit diskus rekan kamar kerja butuh letak laptop dokumen meja power source batas hitung kamar toilet hair dryer angin tidak kencang butuh ering rambut room service tidak coba ulang kali beda breakfast inap malam bosan tiga variasi menu tidak beda dessert makan variasi makan khas malang	negative
171	hotel bagus diri layan restauran sarap pagi kecewa masuk breakfast pegawai yg tugas pakau extrabed tidak beliau menyatakanbahwa utk anak anak kena charge erti hotel atur sendiri tugas tsb juli pagi kaget harga yg fantastis tidak usia anak atur sosialisasi check in orang indonesia travelling jarang tidak bawa keluarga alam atria tidak nyaman unrecommended	negative
172	tunggu makan order makan biasa aja krn sdh kali sih ndak kesini	negative
173	nama musiun masuk tidak tarik rumah bangun tua isi barang manurut dikreteriakan musium tidak recommend tidak beda dalam	negative
174	terrible waterpark in malang mahal banget tiket masuk rb yg bikin mahal maenannya ga safety lantai licin dinding seluncur keras waterpark tidak bilas sempit jorok ga yg bersihin	negative
175	kecewa layan toko oen bener bener gak helpfull bilang acuh gak ramah ramah ice cream biasa gak istimewahnya roti kuno sih lumayan enak krn bilang bahan awet resep kuno nice too try tp toko kayak enggak deh	negative
176	hmmmm siang ahri panas tidak taman letak jalan tidak burung yg jual	negative
177	kes horor wisma shooting tayang uji nyali versi tukul trans tv kunjung wisma temu model model lokal potret plang pasang wisma bangun tua renovasi graha tumapel	negative
178	bayang mati lampu hotel kelas jam mandi layan lambat jangan keluarga inap rabu juni kamar	negative
179	alam yg buruk baju tinggal lemari gantung tidak temu telepon h check out payah karyawan tidak jujur polo shirt bagus mahal	negative
180	kecewa makan gak banding antri jam harga kurang pas gak banding tidak rekomendasi makan lebih cari bakso enak lebih daerah malang	negative
181	kamar kotor bedcover hitam hitam makan pilih tidak enak ac tidak dingin lapor tidak tindak hotel lengkap kamar mandi tidak lengkap	negative
182	tingkat layan housekeeping lebih cepat terima minta tamu bersih kamar kaca bercak air kotor greeting staff area kurang banget diem tidak frendly tamu	negative
183	lobby hotel consierge tidak tanggap bawa koper dalam gerobak rombong orang bawa koper kamar tidak kedap suara ganggu kenyam mana kamar belah geser ranjang meja timbul bunyi derit kencang dengar kamar suara orang kamar belah dengar kondisi kasur keras kurang kenyam istirahat tissue sedia kamar mandi tissue ukur sulit jangkau tissue kamar breakfast tidak muas segi kes tidak perhati kualitas masakan nyaman atria hotel malang luar harap tidak banding harga tawar mohon maaf utara kritik bangun atria hotel malang terima kasih	negative
184	inap maret tidak satu tugas yg sepi turun koper masuk lobby bellboy bawa koper menit bellboy sembari tunggu bellboy masuk lobby cari duduk set kursi sana set kursi duduk orang set kursi sofa orang tidur nyenyak nya set kursi sofa orang tidur kaki selonjor pilih duduk meja resepsionis staf nama dessy mbak koq sofa nya tidur orang emang sdr desy ngga bu trus koq diam sdr dessy longok arah sofa tidak percaya orang tidur ngomong bilang coba mbak check liat kondisi nya sayang sdr dessy diam ambil inisiatif apaapun malas gerak sofa nya malas tegur orang yg tidur sofa sy kurang tau layan hotel santika tidak	negative
185	warga kota malang prihatin maju renovasi tanah lapang area jl merbabu sulap taman trunojoyo kota malang taman akses warga wisatawan bangun taman merbabu lebih optimal taman edukasi keluarga cerdas sulap paro lahan keseluhan area tanah keras semen kurang serap air tanah	negative
186	sy dtg dg ekspetasi layan yg harga tiket yg tdk murah tp dr loket informasi sdh tdk yg menyebabkn sy hrs antri kali utk beli tiket anak sy usia bln hrs bayar tiket penuh loket yg dbuka loket pdhl libur layan d foodcourt sgt tdk ramah malas utk merekomendasikn dtg lg kesini	negative
187	letak hutan daerah malang taman pohon harris malang properti jarah bangun belok hotel embel embel hotel keluarga furnitur murah abai awat standar shower rusak jamur kamar mandi alam harris hotel maskapai terbang murah warna cerah iklan kesan nilai tidak barang keras lemah utama hotel hadir keluarga anak anak bangun pagi anak anak lari teriak teriak lorong pikir buruk kedap suara suara bebas halang hotel tenang lantai keluarga anak anak tidak kualitas tidur lebih kecewa biasa keluarga anak anak tidak hindar cari tinggal damai quality hotel sayang hotel tidak murah harga kamar lebih malang	negative
188	plafond kamar tidak pengap alir buang air kamar mandi tidak lancar internet via wifi lambat sinyal penuh kuat sinyal kamar suara berisik masuk kamar check in kamar jam malam istirahat bromo	negative
189	museum koleksi senjata alat transportasi bagus kurang pelihara kes kotor kuno bangun kunjung kunjung anak sekolah	negative
190	kesana dlm lapar pegawai jutek mknan mahal tidak enak bgt review yg panas	negative
191	layan restoran kurang cepat beda tamu pribumi turis eskrim biasa mahal	negative
192	suasana resto padu ornamen ornamen jawa sentuh modern menu pesan nasi goreng bontut un flavour es cendol nya tidak fresh tidak goda coba layan pria layan kurang senyum kes acuh judes kurang nyaman makan malam harga menu mahal tidak banding nya bagus kalo siang kalo malam nyeremin	negative
193	museum kes sepi tua rumah letak gang pasar kota malang hirup pikuk macet tidak tarik peraltan sejarah jarang orang unjung	negative
194	jadi uji nyali salah stasiu tv indonesia bukti lokasi angker	negative
195	harga mahal biasa enggak yg istimewa kenal ice cream enggak lembut hati hati krn menu kandung pork	negative
196	kali dtg suka dgn suasana uda sen telp an sampe lokasi jam dgn harap pas buka makan sdh sedia sampe adzan minum yg tunggu sgt perut yg sdh perih krn buka puasa paksa skali lapar tdnya harap nyenengin ortu mlh jd laper bbrp meja sampe mogok sblm makan saji komplain berat makan br an sungguh trauma buka krg tau ya kl hri biasa mgkn pesan makan haru shari sblmnya dr pagi bs buka pd	negative
197	april lihat hewan hewan kandang tidak awat kandang kotor tidak lama sayang rawat alternatif wisata warga malang raya	negative
198	pesan nasi goreng putih hongkong biasa nasi lembek saji yg ala kadar teman pesan bakmi goreng biasa aroma makan aneh unjung muslim harap hati hati pilih menu krn tmpat sedia menu masakan bahan babi layan rumah makan bilang kurang rumah makan yg kenal layan ogah ogah sambut tamu tidak tanggap menu unjung	negative
199	nothing special rasa jorok porsi bakso temu kaki kecoa dalam potong goreng lapor lihat karyawan perempuan dapur tidak reaksi apa kecewa mahal tidak padan	negative
200	museum milik tni kurang awat kelola timbang remaja fasilitas lingkung museum lampu barang pajang yg lebih estetik dr lampu biasa tulis terang gambar cetak printer kertas hvs bias	negative
